UT_datetime, Type, Brightness, Zenith, Conditions, Latitude, Longitude, Moon_alt, Moon_illum, Clear SkyClock, Site description, User
2023-12-12 00:03:03, SQM-L,18.11, Up,0%, 39.2369, -84.4741,  -33, 1, https://www.cleardarksky.com/c/CncntObCOHkey.html, Wyoming  OH, mgarrod
2023-12-11 23:00:02, SQM-L,16.21, Up,0%, 39.2369, -84.4741,  -21, 1, https://www.cleardarksky.com/c/CncntObCOHkey.html, Wyoming  OH, mgarrod
2023-12-11 12:00:02, SQM-L,15.66, Up,100%, 39.2369, -84.4741,  4, 3, https://www.cleardarksky.com/c/CncntObCOHkey.html, Wyoming  OH, mgarrod
2023-12-11 11:00:02, SQM-L,16.36, Up,100%, 39.2369, -84.4741,  -6, 3, https://www.cleardarksky.com/c/CncntObCOHkey.html, Wyoming  OH, mgarrod
2023-12-11 10:00:02, SQM-L,15.75, Up,70%, 39.2369, -84.4741,  -16, 3, https://www.cleardarksky.com/c/CncntObCOHkey.html, Wyoming  OH, mgarrod
2023-12-11 09:00:02, SQM-L,15.96, Up,100%, 39.2369, -84.4741,  -27, 3, https://www.cleardarksky.com/c/CncntObCOHkey.html, Wyoming  OH, mgarrod
2023-12-11 08:00:01, SQM-L,15.72, Up,50%, 39.2369, -84.4741,  -38, 3, https://www.cleardarksky.com/c/CncntObCOHkey.html, Wyoming  OH, mgarrod
2023-12-11 07:00:02, SQM-L,15.5, Up,20%, 39.2369, -84.4741,  -49, 3, https://www.cleardarksky.com/c/CncntObCOHkey.html, Wyoming  OH, mgarrod
2023-12-11 06:00:02, SQM-L,15.73, Up,100%, 39.2369, -84.4741,  -59, 4, https://www.cleardarksky.com/c/CncntObCOHkey.html, Wyoming  OH, mgarrod
2023-12-11 05:00:01, SQM-L,16.17, Up,100%, 39.2369, -84.4741,  -68, 4, https://www.cleardarksky.com/c/CncntObCOHkey.html, Wyoming  OH, mgarrod
2023-12-11 04:00:02, SQM-L,15.93, Up,100%, 39.2369, -84.4741,  -73, 4, https://www.cleardarksky.com/c/CncntObCOHkey.html, Wyoming  OH, mgarrod
2023-12-11 03:00:02, SQM-L,16.35, Up,100%, 39.2369, -84.4741,  -70, 4, https://www.cleardarksky.com/c/CncntObCOHkey.html, Wyoming  OH, mgarrod
2023-12-11 02:00:01, SQM-L,16.5, Up,100%, 39.2369, -84.4741,  -62, 4, https://www.cleardarksky.com/c/CncntObCOHkey.html, Wyoming  OH, mgarrod
2023-12-11 01:00:02, SQM-L,16.18, Up,100%, 39.2369, -84.4741,  -51, 4, https://www.cleardarksky.com/c/CncntObCOHkey.html, Wyoming  OH, mgarrod
2023-12-11 00:00:02, SQM-L,15.33, Up,100%, 39.2369, -84.4741,  -40, 5, https://www.cleardarksky.com/c/CncntObCOHkey.html, Wyoming  OH, mgarrod
2023-12-10 23:00:02, SQM-L,15.22, Up,100%, 39.2369, -84.4741,  -29, 5, https://www.cleardarksky.com/c/CncntObCOHkey.html, Wyoming  OH, mgarrod
2023-12-10 12:10:47, SQM-L,14.66, Up,0%, 39.2369, -84.4741,  16, 7, https://www.cleardarksky.com/c/CncntObCOHkey.html, Wyoming  OH, mgarrod
2023-12-10 11:00:02, SQM-L,16.31, Up,0%, 39.2369, -84.4741,  6, 7, https://www.cleardarksky.com/c/CncntObCOHkey.html, Wyoming  OH, mgarrod
2023-12-10 10:00:02, SQM-L,16.63, Up,90%, 39.2369, -84.4741,  -4, 8, https://www.cleardarksky.com/c/CncntObCOHkey.html, Wyoming  OH, mgarrod
2023-12-10 09:00:01, SQM-L,16.25, Up,90%, 39.2369, -84.4741,  -15, 8, https://www.cleardarksky.com/c/CncntObCOHkey.html, Wyoming  OH, mgarrod
2023-12-10 08:00:01, SQM-L,16.61, Up,90%, 39.2369, -84.4741,  -26, 8, https://www.cleardarksky.com/c/CncntObCOHkey.html, Wyoming  OH, mgarrod
2023-12-10 07:00:02, SQM-L,16.73, Up,80%, 39.2369, -84.4741,  -37, 8, https://www.cleardarksky.com/c/CncntObCOHkey.html, Wyoming  OH, mgarrod
2023-12-10 06:00:02, SQM-L,17.1, Up,50%, 39.2369, -84.4741,  -48, 8, https://www.cleardarksky.com/c/CncntObCOHkey.html, Wyoming  OH, mgarrod
2023-12-10 05:00:02, SQM-L,18.28, Up,90%, 39.2369, -84.4741,  -57, 9, https://www.cleardarksky.com/c/CncntObCOHkey.html, Wyoming  OH, mgarrod
2023-12-10 04:00:02, SQM-L,18.25, Up,90%, 39.2369, -84.4741,  -65, 9, https://www.cleardarksky.com/c/CncntObCOHkey.html, Wyoming  OH, mgarrod
2023-12-10 03:00:02, SQM-L,16.95, Up,100%, 39.2369, -84.4741,  -68, 9, https://www.cleardarksky.com/c/CncntObCOHkey.html, Wyoming  OH, mgarrod
2023-12-10 02:00:01, SQM-L,15.57, Up,100%, 39.2369, -84.4741,  -65, 9, https://www.cleardarksky.com/c/CncntObCOHkey.html, Wyoming  OH, mgarrod
2023-12-10 01:49:58, SQM-L,15.38, Up,100%, 39.2369, -84.4741,  -63, 10, https://www.cleardarksky.com/c/CncntObCOHkey.html, Wyoming  OH, mgarrod
2023-12-10 01:32:25, SQM-L,15.31, Up,100%, 39.2369, -84.4741,  -61, 10, https://www.cleardarksky.com/c/CncntObCOHkey.html, Wyoming  OH, mgarrod
2023-12-20 10:46:05, SQM-L,21.5, Up,40%, 37.998, -105.699,  -35, 58, , Crestone  Colorado, Skyguy66
2023-12-19 11:59:53, SQM-L,21.6, Up,30%, 37.998, -105.699,  -55, 47, , Crestone  Colorado, Skyguy66
2023-12-18 05:19:37, SQM-L,21.38, Up,20%, 37.998, -105.699,  -3, 33, , Crestone  Colorado, Skyguy66
2023-12-17 05:15:26, SQM,21.5, Up,40%, 37.998, -105.699,  -15, 22, , Crestone  Colorado, Skyguy66
2023-12-16 01:25:52, SQM-L,21.38, Up,0%, 37.998, -105.699,  10, 12, , Crestone  Colorado, Skyguy66
2023-12-15 04:34:32, SQM-L,21.51, Up,100%, 37.998, -105.699,  -33, 6, , Crestone  Colorado, Skyguy66
2023-12-14 05:22:23, SQM-L,21.74, Up,100%, 37.998, -105.699,  -55, 2, , Crestone  Colorado, Skyguy66
2023-12-13 09:42:02, SQM-L,21.57, Up,100%, 37.998, -105.699,  -59, 0, , Crestone  Colorado, Skyguy66
2023-12-12 12:07:01, SQM-L,21.82, Up,100%, 37.998, -105.699,  -21, 0, , Crestone  Colorado, Skyguy66
2023-12-11 12:26:25, SQM-L,21.7, Up,20%, 37.998, -105.699,  -6, 3, , Crestone  Colorado, Skyguy66
2023-12-10 12:14:03, SQM-L,21.65, Up,10%, 37.998, -105.699,  4, 7, , Crestone  Colorado, Skyguy66
2023-12-09 12:54:30, SQM-L,22.1, Up,100%, 37.998, -105.699,  21, 13, , Crestone  Colorado, Skyguy66
2023-12-08 10:17:40, SQM-L,21.9, Up,100%, 37.998, -105.699,  7, 21, , Crestone  Colorado, Skyguy66
2023-12-07 05:36:42, SQM-L,21.3, Up,0%, 37.998, -105.699,  -34, 32, , Crestone  Colorado, Skyguy66
2023-12-06 01:44:03, SQM-L,21.42, Up,0%, 37.998, -105.699,  -47, 42, , Crestone  Colorado, Skyguy66
2023-12-05 04:07:24, SQM-L,21.32, Up,0%, 37.998, -105.699,  -27, 51, , Crestone  Colorado, Skyguy66
2023-12-04 01:45:17, SQM,21.27, Up,80%, 37.998, -105.699,  -34, 61, , Crestone  Colorado, Skyguy66
2023-12-03 03:36:20, SQM-L,21.27, Up,30%, 37.998, -105.699,  -11, 69, , Crestone  Colorado, Skyguy66
2023-12-02 01:59:25, SQM-L,21.09, Up,40%, 37.998, -105.699,  -15, 78, , Crestone  Colorado, Skyguy66
2023-12-01 02:02:28, SQM-L,21.02, Up,30%, 37.998, -105.699,  -6, 86, , Crestone  Colorado, Skyguy66
2023-11-30 01:13:04, SQM-L,21.06, Up,10%, 37.998, -105.699,  -4, 92, , Crestone  Colorado, Skyguy66
2023-11-29 01:02:02, SQM-L,20.28, Up,0%, 37.998, -105.699,  3, 97, , Crestone  Colorado, Skyguy66
2023-11-28 01:02:44, SQM-L,19.48, Up,0%, 37.998, -105.699,  11, 99, , Crestone  Colorado, Skyguy66
2023-11-27 12:44:26, SQM-L,18.98, Up,0%, 37.998, -105.699,  16, 100, , Crestone  Colorado, Skyguy66
2023-11-26 12:38:44, SQM-L,19.79, Up,0%, 37.998, -105.699,  5, 99, , Crestone  Colorado, Skyguy66
2023-11-25 12:23:01, SQM-L,21.55, Up,90%, 37.998, -105.699,  -5, 96, , Crestone  Colorado, Skyguy66
2023-11-24 11:06:52, SQM-L,22.07, Up,100%, 37.998, -105.699,  -4, 90, , Crestone  Colorado, Skyguy66
2023-11-23 12:15:00, SQM-L,21.51, Up,30%, 37.998, -105.699,  -29, 82, , Crestone  Colorado, Skyguy66
2023-11-22 11:34:31, SQM-L,21.55, Up,0%, 37.998, -105.699,  -35, 72, , Crestone  Colorado, Skyguy66
2023-11-21 12:20:16, SQM-L,21.54, Up,0%, 37.998, -105.699,  -54, 62, , Crestone  Colorado, Skyguy66
2023-11-21 05:30:27, SQM-L,22.36, Up,100%, 37.998, -105.699,  18, 59, , Crestone  Colorado, Skyguy66
2023-11-19 06:59:00, SQM-L,21.58, Up,10%, 37.998, -105.699,  -23, 37, , Crestone  Colorado, Skyguy66
2023-11-18 08:47:17, SQM-L,21.77, Up,80%, 37.998, -105.699,  -56, 27, , Crestone  Colorado, Skyguy66
2023-11-18 04:48:00, SQM-L,21.58, Up,0%, 37.998, -105.699,  -12, 25, , Crestone  Colorado, Skyguy66
2023-11-15 04:21:00, SQM-L,21.39, Up,0%, 37.998, -105.699,  -40, 4, , Crestone  Colorado, Skyguy66
2023-11-14 03:41:01, SQM-L,21.37, Up,0%, 37.998, -105.699,  -42, 1, , Crestone  Colorado, Skyguy66
2023-11-13 12:49:32, SQM-L,21.36, Up,0%, 37.998, -105.699,  -14, 0, , Crestone  Colorado, Skyguy66
2023-11-12 03:18:01, SQM-L,21.16, Up,0%, 37.998, -105.699,  -50, 2, , Crestone  Colorado, Skyguy66
2023-11-11 04:50:00, SQM-L,21.53, Up,30%, 37.998, -105.699,  -61, 5, , Crestone  Colorado, Skyguy66
2023-11-10 04:27:20, SQM-L,21.45, Up,0%, 37.998, -105.699,  -55, 10, , Crestone  Colorado, Skyguy66
2023-11-09 03:52:09, SQM-L,21.59, Up,70%, 37.998, -105.699,  -50, 17, , Crestone  Colorado, Skyguy66
2023-11-08 05:16:34, SQM-L,21.42, Up,40%, 37.998, -105.699,  -36, 24, , Crestone  Colorado, Skyguy66
2023-11-07 03:30:52, SQM-L,21.21, Up,0%, 37.998, -105.699,  -37, 33, , Crestone  Colorado, Skyguy66
2023-11-06 03:06:10, SQM-L,21.17, Up,0%, 37.998, -105.699,  -31, 43, , Crestone  Colorado, Skyguy66
2023-11-05 04:23:23, SQM-L,21.27, Up,0%, 37.998, -105.699,  -14, 52, , Crestone  Colorado, Skyguy66
2023-11-04 02:57:20, SQM-L,21.2, Up,30%, 37.998, -105.699,  -17, 62, , Crestone  Colorado, Skyguy66
2023-11-03 03:23:57, SQM-L,21.18, Up,40%, 37.998, -105.699,  -5, 71, , Crestone  Colorado, Skyguy66
2023-11-02 01:53:27, SQM-L,21.11, Up,30%, 37.998, -105.699,  -9, 80, , Crestone  Colorado, Skyguy66
2023-11-01 01:39:13, SQM-L,20.97, Up,0%, 37.998, -105.699,  -4, 88, , Crestone  Colorado, Skyguy66
2023-10-31 01:21:13, SQM-L,20.6, Up,0%, 37.998, -105.699,  1, 94, , Crestone  Colorado, Skyguy66
2023-10-30 01:17:42, SQM-L,19.51, Up,100%, 37.998, -105.699,  6, 98, , Crestone  Colorado, Skyguy66
2023-10-29 01:28:53, SQM-L,19.43, Up,100%, 37.998, -105.699,  15, 100, , Crestone  Colorado, Skyguy66
2023-10-28 12:21:16, SQM-L,19.09, Up,80%, 37.998, -105.699,  8, 100, , Crestone  Colorado, Skyguy66
2023-10-27 12:06:42, SQM-L,20.9, Up,30%, 37.998, -105.699,  -3, 98, , Crestone  Colorado, Skyguy66
2023-10-26 11:39:09, SQM-L,21.04, Up,0%, 37.998, -105.699,  -11, 92, , Crestone  Colorado, Skyguy66
2023-10-25 11:47:52, SQM-L,21.15, Up,0%, 37.998, -105.699,  -26, 85, , Crestone  Colorado, Skyguy66
2023-10-24 10:46:27, SQM-L,21.3, Up,0%, 37.998, -105.699,  -28, 75, , Crestone  Colorado, Skyguy66
2023-10-23 08:41:23, SQM-L,21.18, Up,0%, 37.998, -105.699,  -18, 64, , Crestone  Colorado, Skyguy66
2023-10-21 04:58:48, SQM-L,21.27, Up,0%, 37.998, -105.699,  -4, 40, , Crestone  Colorado, Skyguy66
2023-10-20 04:10:30, SQM-L,21.25, Up,0%, 37.998, -105.699,  -7, 29, , Crestone  Colorado, Skyguy66
2023-10-19 04:33:27, SQM-L,21.65, Up,0%, 37.998, -105.699,  -20, 20, , Crestone  Colorado, Skyguy66
2023-10-18 05:18:00, SQM-L,21.68, Up,10%, 37.998, -105.699,  -37, 12, , Crestone  Colorado, Skyguy66
2023-10-17 04:59:18, SQM-L,21.76, Up,0%, 37.998, -105.699,  -41, 6, , Crestone  Colorado, Skyguy66
2023-10-16 05:37:29, SQM-L,21.6, Up,0%, 37.998, -105.699,  -54, 2, , Crestone  Colorado, Skyguy66
2023-10-15 05:20:28, SQM-L,21.48, Up,0%, 37.998, -105.699,  -54, 0, , Crestone  Colorado, Skyguy66
2023-10-14 05:59:04, SQM-L,21.4, Up,0%, 37.998, -105.699,  -57, 0, , Crestone  Colorado, Skyguy66
2023-10-13 05:16:22, SQM-L,21.62, Up,90%, 37.998, -105.699,  -51, 2, , Crestone  Colorado, Skyguy66
2023-10-12 04:54:55, SQM-L,22.12, Up,100%, 37.998, -105.699,  -46, 6, , Crestone  Colorado, Skyguy66
2023-10-11 05:27:07, SQM-L,21.42, Up,10%, 37.998, -105.699,  -39, 11, , Crestone  Colorado, Skyguy66
2023-10-10 04:51:44, SQM-L,21.78, Up,100%, 37.998, -105.699,  -34, 18, , Crestone  Colorado, Skyguy66
2023-10-09 04:18:01, SQM-L,21.38, Up,0%, 37.998, -105.699,  -29, 26, , Crestone  Colorado, Skyguy66
2023-10-08 04:43:55, SQM-L,21.51, Up,0%, 37.998, -105.699,  -20, 35, , Crestone  Colorado, Skyguy66
2023-10-07 05:46:22, SQM-L,21.51, Up,0%, 37.998, -105.699,  -3, 44, , Crestone  Colorado, Skyguy66
2023-10-06 05:45:00, SQM-L,21.61, Up,0%, 37.998, -105.699,  6, 53, , Crestone  Colorado, Skyguy66
2023-10-04 02:56:05, SQM-L,21.35, Up,0%, 37.998, -105.699,  -5, 74, , Crestone  Colorado, Skyguy66
2023-10-03 02:16:28, SQM-L,21.78, Up,100%, 37.998, -105.699,  -5, 83, , Crestone  Colorado, Skyguy66
2023-10-02 02:08:21, SQM-L,20.9, Up,90%, 37.998, -105.699,  -0, 90, , Crestone  Colorado, Skyguy66
2023-10-01 02:01:39, SQM-L,20.3, Up,80%, 37.998, -105.699,  4, 96, , Crestone  Colorado, Skyguy66
2023-09-30 01:57:10, SQM-L,19.32, Up,10%, 37.998, -105.699,  8, 99, , Crestone  Colorado, Skyguy66
2023-09-29 01:56:37, SQM-L,18.86, Up,30%, 37.998, -105.699,  13, 100, , Crestone  Colorado, Skyguy66
2023-09-27 11:46:03, SQM-L,20.34, Up,0%, 37.998, -105.699,  -14, 95, , Crestone  Colorado, Skyguy66
2023-09-27 11:00:15, SQM-L,21.12, Up,0%, 37.998, -105.699,  -5, 94, , Crestone  Colorado, Skyguy66
2023-09-26 10:02:13, SQM-L,21.17, Up,0%, 37.998, -105.699,  -9, 87, , Crestone  Colorado, Skyguy66
2023-09-25 08:23:14, SQM-L,21.36, Up,0%, 37.998, -105.699,  -5, 77, , Crestone  Colorado, Skyguy66
2023-09-24 07:37:41, SQM-L,21.58, Up,20%, 37.998, -105.699,  -9, 67, , Crestone  Colorado, Skyguy66
2023-09-23 07:01:01, SQM-L,21.27, Up,0%, 37.998, -105.699,  -14, 55, , Crestone  Colorado, Skyguy66
2023-09-21 09:48:14, SQM-L,22.57, Up,60%, 37.998, -105.699,  -64, 35, , Crestone  Colorado, Skyguy66
2023-09-20 02:19:59, SQM-L,22.05, Up,100%, 37.998, -105.699,  9, 23, , Crestone  Colorado, Skyguy66
2023-09-19 03:49:28, SQM-L,22.56, Up,100%, 37.998, -105.699,  -12, 15, , Crestone  Colorado, Skyguy66
2023-09-17 06:40:17, SQM-L,21.59, Up,0%, 37.998, -105.699,  -51, 4, , Crestone  Colorado, Skyguy66
2023-09-16 10:51:52, SQM-L,22.26, Up,100%, 37.998, -105.699,  -37, 2, , Crestone  Colorado, Skyguy66
2023-09-16 04:07:13, SQM-L,21.84, Up,100%, 37.998, -105.699,  -28, 1, , Crestone  Colorado, Skyguy66
2023-09-15 10:02:59, SQM-L,21.6, Up,10%, 37.998, -105.699,  -34, 0, , Crestone  Colorado, Skyguy66
2023-09-13 07:44:14, SQM-L,22.01, Up,100%, 37.998, -105.699,  -32, 3, , Crestone  Colorado, Skyguy66
2023-09-12 04:05:27, SQM-L,21.53, Up,80%, 37.998, -105.699,  -31, 7, , Crestone  Colorado, Skyguy66
2023-09-11 07:13:53, SQM-L,22.72, Up,100%, 37.998, -105.699,  -18, 12, , Crestone  Colorado, Skyguy66
2023-09-10 04:18:54, SQM-L,21.83, Up,60%, 37.998, -105.699,  -26, 20, , Crestone  Colorado, Skyguy66
2023-09-09 02:57:21, SQM-L,21.7, Up,0%, 37.998, -105.699,  -25, 29, , Crestone  Colorado, Skyguy66
2023-09-08 03:04:12, SQM-L,21.76, Up,0%, 37.998, -105.699,  -23, 38, , Crestone  Colorado, Skyguy66
2023-09-07 03:05:53, SQM-L,21.92, Up,0%, 37.998, -105.699,  -20, 48, , Crestone  Colorado, Skyguy66
2023-09-06 02:59:12, SQM-L,21.44, Up,10%, 37.998, -105.699,  -17, 58, , Crestone  Colorado, Skyguy66
2023-09-05 02:57:50, SQM-L,21.43, Up,20%, 37.998, -105.699,  -13, 69, , Crestone  Colorado, Skyguy66
2023-09-04 02:57:46, SQM-L,21.4, Up,0%, 37.998, -105.699,  -9, 78, , Crestone  Colorado, Skyguy66
2023-09-03 02:57:00, SQM-L,21.42, Up,70%, 37.998, -105.699,  -4, 87, , Crestone  Colorado, Skyguy66
2023-09-02 02:43:33, SQM-L,20.83, Up,80%, 37.998, -105.699,  -1, 94, , Crestone  Colorado, Skyguy66
2023-08-31 02:48:23, SQM-L,19.91, Up,80%, 37.998, -105.699,  10, 100, , Crestone  Colorado, Skyguy66
2023-08-30 11:15:37, SQM-L,19.82, Up,0%, 37.998, -105.699,  5, 99, , Crestone  Colorado, Skyguy66
2023-08-29 10:45:53, SQM-L,21.62, Up,0%, 37.998, -105.699,  -4, 96, , Crestone  Colorado, Skyguy66
2023-08-28 10:21:24, SQM-L,21.88, Up,0%, 37.998, -105.699,  -13, 90, , Crestone  Colorado, Skyguy66
2023-08-27 09:17:05, SQM-L,21.77, Up,100%, 37.998, -105.699,  -14, 81, , Crestone  Colorado, Skyguy66
2023-08-26 08:01:27, SQM-L,21.76, Up,100%, 37.998, -105.699,  -12, 70, , Crestone  Colorado, Skyguy66
2023-08-25 08:54:54, SQM-L,21.36, Up,20%, 37.998, -105.699,  -31, 60, , Crestone  Colorado, Skyguy66
2023-08-24 08:39:42, SQM-L,21.32, Up,0%, 37.998, -105.699,  -37, 49, , Crestone  Colorado, Skyguy66
2023-08-22 05:39:05, SQM-L,21.76, Up,80%, 37.998, -105.699,  -16, 28, , Crestone  Colorado, Skyguy66
2023-08-21 08:29:56, SQM-L,21.44, Up,80%, 37.998, -105.699,  -51, 21, , Crestone  Colorado, Skyguy66
2023-08-20 08:38:29, SQM-L,21.48, Up,0%, 37.998, -105.699,  -52, 14, , Crestone  Colorado, Skyguy66
2023-08-19 03:32:06, SQM-L,21.56, Up,80%, 37.998, -105.699,  -4, 7, , Crestone  Colorado, Skyguy66
2023-08-18 04:49:23, SQM-L,22.23, Up,100%, 37.998, -105.699,  -22, 3, , Crestone  Colorado, Skyguy66
2023-08-17 08:09:36, SQM-L,21.57, Up,0%, 37.998, -105.699,  -39, 1, , Crestone  Colorado, Skyguy66
2023-08-17 04:28:20, SQM-L,21.76, Up,90%, 37.998, -105.699,  -21, 1, , Crestone  Colorado, Skyguy66
2023-08-17 04:28:20, SQM-L,21.76, Up,70%, 37.998, -105.699,  -21, 1, , Crestone  Colorado, Skyguy66
2023-08-15 06:21:44, SQM-L,21.87, Up,100%, 37.998, -105.699,  -30, 1, , Crestone  Colorado, Skyguy66
2023-08-13 04:30:29, SQM,21.82, Up,90%, 37.998, -105.699,  -25, 9, , Crestone  Colorado, Skyguy66
2023-08-12 04:50:31, SQM-L,21.74, Up,90%, 37.998, -105.699,  -24, 15, , Crestone  Colorado, Skyguy66
2023-08-11 08:27:12, SQM-L,21.55, Up,10%, 37.998, -105.699,  8, 22, , Crestone  Colorado, Skyguy66
2023-08-09 05:59:50, SQM-L,21.87, Up,90%, 37.998, -105.699,  -3, 41, , Crestone  Colorado, Skyguy66
2023-08-08 03:48:32, SQM-L,21.36, Up,10%, 37.998, -105.699,  -20, 53, , Crestone  Colorado, Skyguy66
2023-08-07 04:39:04, SQM-L,21.58, Up,0%, 37.998, -105.699,  -7, 63, , Crestone  Colorado, Skyguy66
2023-08-06 03:36:00, SQM-L,21.56, Up,10%, 37.998, -105.699,  -14, 74, , Crestone  Colorado, Skyguy66
2023-08-05 03:47:42, SQM-L,21.47, Up,10%, 37.998, -105.699,  -7, 84, , Crestone  Colorado, Skyguy66
2023-08-04 03:40:26, SQM-L,21.32, Up,40%, 37.998, -105.699,  -3, 91, , Crestone  Colorado, Skyguy66
2023-08-03 03:31:54, SQM-L,20.62, Up,60%, 37.998, -105.699,  1, 97, , Crestone  Colorado, Skyguy66
2023-08-03 03:31:54, SQM-L,20.62, Up,60%, 37.998, -105.699,  1, 97, , Crestone  Colorado, Skyguy66
